"SKU","ean","image01","Product Title DK","Product Colour DK","Danish Short Description","Danish Long description HTML","Categories DK","Product Title SE","Product Colour SE","Swedish Short Description","Swedish Long description HTML","Categories SE","Brand","SPEC. PRICES DKK PRIS30","Price Per Unit DKK EX VAT","Price Per Unit DKK INCL 25% VAT","Sales Unit Per Retail box","Product Height CM","Product  Width CM","Product Depth CM","Product Net weight KG","Sales box Gross weight KG","Sales box Height MM","Sales box Width MM","Sales box Depth MM","ENERGY STAR Rating","ENERGY STAR LABEL EU","ENERGY STAR LABEL UK","IP class index","Light source","Dimmable","CRI Ra index","Lumen","Kelvin","Product SOCKET","Product VOLT","Product WATT","HS Code","Country of origin","Categories","image02","image03","image04","image05","image06","image07","image08","image09","iamge10","image11","image12","image13","image14","image15","image16","image17","image18","image19"
"7927-312","7318309273128","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e9/c8/5f/62/625fc8e9f35177c342dddc5b/7927-312.I.1.0.jpg","Sanremo væglampe 2xE27","Grå","Sanremo væglampe 2xE27","Sanremo væglampe 2XE27 opal aluminium","Udendørslamper","Sanremo vägglykta 2xE27","Grå","Sanremo vägglykta 2xE27","Sanremo vägglykta 2XE27 opal aluminium","Utebelysning","Konstsmide",336,600.00,750.00,6,21.00,14.00,21.00,1.45,1.89,160.00,225.00,225.00,"-",,,"IP54","Excl","LightSource","-","-","-","E27","230-240V","Max 2x15W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e9/c8/5f/62/625fc8e9f35177c342dddc5b/7927-312.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/72/a3/66/62/6266a372a029622018e2c5fa/7927-312.S.1.0.jpg",,,,,,,,,,,,,,,,
"7924-310","7318307924312","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e8/c8/5f/62/625fc8e89b97dfdd099d0505/7924-310.I.1.0.jpg","Sanremo væglampe 6W LED","Grå","Sanremo væglampe 6W LED","Sanremo væglampe 6W ""High Power"" LED aluminium","Udendørslamper","Sanremo vägglykta 6W LED","Grå","Sanremo vägglykta 6W LED","Sanremo vägglykta 6W ""High Power"" LED aluminium","Utebelysning","Konstsmide",374,667.20,834.00,6,14.00,11.00,14.00,0.75,1.00,125.00,155.00,155.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/40/2a/60/62/62602a40f35177c342dde4ae/7924-310.e.1.0.pdf",,"IP54","LED","No","-","600","3000","HPLED","230-240V","6x1W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e8/c8/5f/62/625fc8e89b97dfdd099d0505/7924-310.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/66/a3/66/62/6266a3661e1074154554c0d8/7924-310.S.1.0.jpg",,,,,,,,,,,,,,,,
"7936-310","7318307936315","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f2/c8/5f/62/625fc8f2b13d56f91d62d750/7936-310.I.1.0.jpg","Sanremo væglampe 8W LED","Grå","Sanremo væglampe 8W LED","Sanremo væglampe 8W ""High Power"" LED aluminium","Udendørslamper","Sanremo vägglykta 8W LED","Grå","Sanremo vägglykta 8W LED","Sanremo vägglykta 8W ""High Power"" LED aluminium","Utebelysning","Konstsmide",573,1024.00,1280.00,6,31.00,11.00,14.00,1.25,1.25,325.00,185.00,115.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/64/2a/60/62/62602a64b4ad8cbf7cb00a1e/7936-310.e.1.0.pdf",,"IP54","LED","No","-","800","3000","HPLED","230-240V","8x1W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f2/c8/5f/62/625fc8f2b13d56f91d62d750/7936-310.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/8e/a3/66/62/6266a38eca2a16fd0a777efb/7936-310.S.1.0.jpg",,,,,,,,,,,,,,,,
"7925-310","7318307925319","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e8/c8/5f/62/625fc8e89b97dfdd099d0506/7925-310.I.1.0.jpg","Sanremo væglampe 9W LED","Grå","Sanremo væglampe 9W LED","Sanremo væglampe 9W ""High Power"" LED aluminium","Udendørslamper","Sanremo vägglykta 9W LED","Grå","Sanremo vägglykta 9W LED","Sanremo vägglykta 9W ""High Power"" LED aluminium","Utebelysning","Konstsmide",531,948.80,1186.00,6,21.00,14.00,21.00,1.60,1.97,160.00,220.00,220.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/40/2a/60/62/62602a409b97dfdd099d0efe/7925-310.e.1.0.pdf",,"IP54","LED","No","-","900","3000","HPLED","230-240V","9x1W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e8/c8/5f/62/625fc8e89b97dfdd099d0506/7925-310.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6a/a3/66/62/6266a36a89b95f4e204d12db/7925-310.S.1.0.jpg",,,,,,,,,,,,,,,,
"7326-320","7318307326321","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2c/c8/5f/62/625fc82cb4ad8cbf7caffc2f/7326-320.I.1.0.jpg","Torino halvmåneplafond E27 galvaniseret","Varmgalvaniseret","Torino halvmåneplafond E27 galvaniseret stor","Torino halvmåneplafond E27 galvaniseret stor","Udendørslamper","Torino halvmåneplafond E27","Varmförzinkad","Torino halvmåneplafond E27","Torino halvmåneplafond E27 galvaniserad stor","Utebelysning","Konstsmide",157,280.00,350.00,4,13.50,14.00,28.00,0.89,1.20,150.00,280.00,145.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 40W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2c/c8/5f/62/625fc82cb4ad8cbf7caffc2f/7326-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/31/9e/66/62/62669e31f719341a7b43e573/7326-320.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/32/9e/66/62/62669e3289b95f4e204d1170/7326-320.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/34/9e/66/62/62669e34ca2a16fd0a777e0a/7326-320.S.1.0.jpg",,,,,,,,,,,,,,
"7326-750","7318307326758","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2c/c8/5f/62/625fc82cb13d56f91d62d6f2/7326-750.I.1.0.jpg","Torino halvmåneplafond E27","Sort","Torino halvmåneplafond E27","Torino halvmåneplafond E27 sort stor","Udendørslamper","Torino halvmåneplafond E27","Svart","Torino halvmåneplafond E27","Torino halvmåneplafond E27 svart stor","Utebelysning","Konstsmide",157,280.00,350.00,4,13.50,14.00,28.00,0.91,1.24,150.00,280.00,145.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 40W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2c/c8/5f/62/625fc82cb13d56f91d62d6f2/7326-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/34/9e/66/62/62669e34ca2a16fd0a777e0b/7326-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/35/9e/66/62/62669e35f719341a7b43e575/7326-750.P.1.0.jpg",,,,,,,,,,,,,,,
"417-250","7318304172501","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/77/c3/5f/62/625fc377b13d56f91d62d517/417-250.I.1.0.jpg","Vega Mini væglampe hvid E27","Hvid","Vega Mini væglampe hvid E27","Vega Mini væglampe hvid E27","Udendørslamper","Vega Mini vägglykta vit E27","Vit","Vega Mini vägglykta vit E27","Vega Mini vägglykta vit E27","Utebelysning","Konstsmide",309,551.20,689.00,4,24.50,36.00,22.00,1.00,1.39,140.00,260.00,260.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/dd/e1/62/62/6262e1dd89b95f4e204cea0a/417-250.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/77/c3/5f/62/625fc377b13d56f91d62d517/417-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4d/80/66/62/6266804da029622018e2be67/417-250.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/51/80/66/62/626680511e1074154554ba60/417-250.P.1.0.jpg",,,,,,,,,,,,,,
"7950-370","7318307950373","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/01/c9/5f/62/625fc9019b97dfdd099d050f/7950-370.I.1.0.jpg","Rovigo væglampe 5W LED antracit grå","Antracit grå","Rovigo væglampe 5W "" High Power"" LED antracit grå","Rovigo væglampe 5W "" High Power"" LED antracit grå","Udendørslamper","Rovigo vägglykta 5W LED","Antracitgrå","Rovigo vägglykta 5W LED","Rovigo vägglykta 5W "" High Power"" LED mörkgrå","Utebelysning","Konstsmide",326,581.60,727.00,6,5.50,21.50,20.00,0.65,0.82,230.00,215.00,70.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/89/2a/60/62/62602a89b4ad8cbf7cb00a28/7950-370.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/8c/2a/60/62/62602a8cb4ad8cbf7cb00a29/7950-370EE.e.1.0.pdf","IP54","LED","No","-","350","3000","HPLED","230-240V","5W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4e/6a/66/62/62666a4e89b95f4e204d0864/7950-370.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4d/6a/66/62/62666a4df710ffb0c31ab291/7950-370.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/01/c9/5f/62/625fc9019b97dfdd099d050f/7950-370.I.1.0.jpg",,,,,,,,,,,,,,,
"568-600","7318305686007","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/db/c3/5f/62/625fc3dbf35177c342dddae7/568-600.I.1.0.jpg","Virgo væglampe ned E27 grøn","Grøn","Virgo væglampe ned E27 grøn","Virgo væglampe ned E27 grøn","Udendørslamper","Virgo vägglykta ned E27 grön","Grön","Virgo vägglykta ned E27 grön","Virgo vägglykta ned E27 grön","Utebelysning","Konstsmide",849,1516.00,1895.00,1,44.00,33.00,24.00,2.50,3.05,215.00,385.00,320.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 100W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/db/c3/5f/62/625fc3dbf35177c342dddae7/568-600.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/17/79/66/62/62667917f719341a7b43df5c/568-600.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1a/79/66/62/6266791a89b95f4e204d09c5/568-600.P.1.0.jpg",,,,,,,,,,,,,,,
"568-250","7318305682504","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/db/c3/5f/62/625fc3db90bbc66c5ab49836/568-250.I.1.0.jpg","Virgo væglampe ned E27 hvid","Hvid","Virgo væglampe ned E27 hvid","Virgo væglampe ned E27 hvid","Udendørslamper","Virgo vägglykta ned E27 vit","Vit","Virgo vägglykta ned E27 vit","Virgo vägglykta ned E27 vit","Utebelysning","Konstsmide",849,1516.00,1895.00,1,44.00,33.00,24.00,2.50,3.05,215.00,385.00,320.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 100W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/db/c3/5f/62/625fc3db90bbc66c5ab49836/568-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c8/78/66/62/626678c8f719341a7b43df57/568-250.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c9/78/66/62/626678c91e1074154554ba16/568-250.B.1.0.jpg",,,,,,,,,,,,,,,
"7816-250","7318307816259","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4b/53/62/62/6262534ba029622018e28fbd/7816-250.I.1.0.jpg","Scilla bordlampe hvid USB","Hvid","Scilla bordlampe hvid USB","Scilla bordlampe hvid USB 2700K/3000K dæmpbar","Udendørslamper","Scilla bordslampa vit USB","Vit","Scilla bordslampa vit USB","Scilla bordslampa vit USB 2700K/3000K dimbar","Utebelysning","Konstsmide",455,812.80,1016.00,4,36.00,10.00,10.00,0.80,1.18,350.00,110.00,110.00,"-",,,"IP54","LED","Yes","-","10-110","2700K/3000K","LED","3,7V","2,5W",9405423900,"CN","USB LAMPER;TERRASSELAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4e/53/62/62/6262534ea029622018e28fc0/7816-250.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4c/53/62/62/6262534cca2a16fd0a775805/7816-250.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4d/53/62/62/6262534da029622018e28fbf/7816-250.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/45/53/62/62/62625345ca2a16fd0a775803/7816-250.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/47/53/62/62/62625347a029622018e28fbb/7816-250.F.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/48/53/62/62/62625348ca2a16fd0a775804/7816-250.F.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4a/53/62/62/6262534aa029622018e28fbc/7816-250.F.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4b/53/62/62/6262534ba029622018e28fbd/7816-250.I.1.0.jpg",,,,,,,,,,
"7816-750","7318307816754","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/54/53/62/62/62625354a029622018e28fc3/7816-750.I.1.0.jpg","Scilla bordlampe sort USB","Sort","Scilla bordlampe sort USB","Scilla bordlampe sort USB 2700K/3000K dæmpbar","Udendørslamper","Scilla bordslampa svart USB","Svart","Scilla bordslampa svart USB","Scilla bordslampa svart USB 2700K/3000K dimbar","Utebelysning","Konstsmide",455,812.80,1016.00,4,36.00,10.00,10.00,0.85,1.18,350.00,110.00,110.00,"-",,,"IP54","LED","Yes","-","10-110","2700K/3000K","LED","3,7V","2,5W",9405423900,"CN","USB LAMPER;TERRASSELAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/57/53/62/62/62625357ca2a16fd0a775808/7816-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/55/53/62/62/6262535589b95f4e204cd88e/7816-750.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4f/53/62/62/6262534f1e10741545549826/7816-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/50/53/62/62/62625350a029622018e28fc1/7816-750.F.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/51/53/62/62/62625351ca2a16fd0a775806/7816-750.F.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/52/53/62/62/62625352ca2a16fd0a775807/7816-750.F.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/53/53/62/62/6262535389b95f4e204cd88d/7816-750.F.4.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/54/53/62/62/62625354a029622018e28fc3/7816-750.I.1.0.jpg",,,,,,,,,,
"7561-000","7318307561005","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/73/c8/5f/62/625fc873b13d56f91d62d717/7561-000.I.1.0.jpg","Trento lavmurslampe E27","Rustfrit stål","Trento lavmurslampe E27 rustfri inkl. stolpe","Trento lavmurslampe E27 rustfri inkl. stolpe","Udendørslamper","Trento grindlykta E27","Rostfri","Trento grindstolpslykta E27 rostfri ink stolpe","Trento grindstolpslykta E27 rostfri ink stolpe","Utebelysning","Konstsmide",220,392.80,491.00,12,45.00,11.50,11.50,0.75,1.13,465.00,140.00,140.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 11W",9405499000,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/73/c8/5f/62/625fc873b13d56f91d62d717/7561-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/cd/9f/66/62/62669fcdf710ffb0c31abc87/7561-000.P.1.0.jpg",,,,,,,,,,,,,,,,
"7562-000","7318307562002","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/74/c8/5f/62/625fc874f35177c342dddc34/7562-000.I.1.0.jpg","Trento bedlampe E27","Rustfrit stål","Trento bedlampe E27 rustfri inkl. stolpe","Trento bedlampe E27 rustfri inkl. stolpe","Udendørslamper","Trento trädgårdsstolpe E27","Rostfri","Trento trädgårdsstolpe E27 rostfri ink stolpe","Trento trädgårdsstolpe E27 rostfri ink stolpe","Utebelysning","Konstsmide",273,487.20,609.00,6,110.00,11.50,11.50,1.45,2.06,1115.00,140.00,140.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 11W",9405499000,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/74/c8/5f/62/625fc874f35177c342dddc34/7562-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d0/9f/66/62/62669fd0f710ffb0c31abc89/7562-000.P.1.0.jpg",,,,,,,,,,,,,,,,
"417-750","7318304177506","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/79/c3/5f/62/625fc379328f042f10d7a3e1/417-750.I.1.0.jpg","Vega Mini væglampe sort E27","Sort","Trento væglampe OP E27 max 11W rustfri","Vega Mini væglampe sort E27","Udendørslamper","Vega Mini vägglykta svart E27","Svart","Vega Mini vägglykta svart E27","Vega Mini vägglykta svart E27","Utebelysning","Konstsmide",309,551.20,689.00,4,24.50,36.00,22.00,1.00,1.39,140.00,260.00,260.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/df/e1/62/62/6262e1dff719341a7b43c96f/417-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/79/c3/5f/62/625fc379328f042f10d7a3e1/417-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/55/80/66/62/6266805589b95f4e204d0a38/417-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/59/80/66/62/6266805989b95f4e204d0a3c/417-750.P.1.0.jpg",,,,,,,,,,,,,,
"552-750","7318305527508","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/cb/c3/5f/62/625fc3cb90bbc66c5ab49831/552-750.I.1.0.jpg","Vega væg-/loftlampe LED sort","Sort","Vega væglampe/loftlampe 8W dæmpbar LED sort","Vega væglampe/loftlampe 8W dæmpbar LED sort","Udendørslamper","Vega vägg/taklykta LED svart","Svart","Vega vägg/taklykta 8Wdimbar LED svart","Vega vägg/taklykta 8Wdimbar LED svart","Utebelysning","Konstsmide",684,1221.60,1527.00,1,22.00,29.50,29.50,1.55,1.90,120.00,365.00,320.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/ea/22/60/62/626022eab13d56f91d62e066/552-750.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/ec/22/60/62/626022ec9b97dfdd099d0d7a/552-750EE.e.1.0.pdf","IP44","LED","Yes","-","-","-","HPLED","230-240V","8W",9405499000,"HU","VÆGLAMPER;PÅBYGNINGSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/71/e2/62/62/6262e27189b95f4e204cea2a/552-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/cb/c3/5f/62/625fc3cb90bbc66c5ab49831/552-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/5c/80/66/62/6266805ca029622018e2be68/552-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/60/80/66/62/626680601e1074154554ba61/552-750.P.1.0.jpg",,,,,,,,,,,,,,
"412-320","7318304123206","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6b/c3/5f/62/625fc36b328f042f10d7a3df/412-320.I.1.0.jpg","Vega væglampe 8W LED galvaniseret","Varmgalvaniseret","Vega væglampe 8W dæmpbar LED galvaniseret","Vega væglampe 8W dæmpbar LED galvaniseret","Udendørslamper","Vega vägglykta 8W LED galv","Varmförzinkad","Vega vägglykta 8W dimbar LED galvaniserad","Vega vägglykta 8W dimbar LED galvaniserad","Utebelysning","Konstsmide",629,1124.00,1405.00,1,26.50,36.00,29.00,2.20,2.70,255.00,310.00,260.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/cc/22/60/62/626022cc9b97dfdd099d0d70/412-320.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/cd/22/60/62/626022cd9b97dfdd099d0d71/412-320EE.e.1.0.pdf","IP54","LED","Yes","-","700","3000","HPLED","230-240V","8W",9405423900,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c4/e1/62/62/6262e1c4f710ffb0c31a94ef/412-320.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6b/c3/5f/62/625fc36b328f042f10d7a3df/412-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3a/80/66/62/6266803af719341a7b43df9d/412-320.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3c/80/66/62/6266803cf710ffb0c31ab4c4/412-320.P.1.0.jpg",,,,,,,,,,,,,,
