"SKU","ean","image01","Product Title DK","Product Colour DK","Danish Short Description","Danish Long description HTML","Categories DK","Product Title SE","Product Colour SE","Swedish Short Description","Swedish Long description HTML","Categories SE","Brand","SPEC. PRICES DKK PRIS30","Price Per Unit DKK EX VAT","Price Per Unit DKK INCL 25% VAT","Sales Unit Per Retail box","Product Height CM","Product  Width CM","Product Depth CM","Product Net weight KG","Sales box Gross weight KG","Sales box Height MM","Sales box Width MM","Sales box Depth MM","ENERGY STAR Rating","ENERGY STAR LABEL EU","ENERGY STAR LABEL UK","IP class index","Light source","Dimmable","CRI Ra index","Lumen","Kelvin","Product SOCKET","Product VOLT","Product WATT","HS Code","Country of origin","Categories","image02","image03","image04","image05","image06","image07","image08","image09","iamge10","image11","image12","image13","image14","image15","image16","image17","image18","image19"
"7813-250","7318307813258","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a9/c8/5f/62/625fc8a9b4ad8cbf7caffc70/7813-250.I.1.0.jpg","Positano bordlampe hvid USB","Hvid","Positano bordlampe hvid USB","Positano bordlampe hvid rund USB 2700K/3000K dæmpbar","Udendørslamper","Positano bordslampa vit USB","Vit","Positano bordslampa vit USB","Positano bordslampa vit rund USB 2700K/3000K dimbar","Utebelysning","Konstsmide",410,731.20,914.00,6,35.00,11.00,11.00,0.75,1.12,350.00,110.00,110.00,"-",,,"IP54","LED","Yes","-","10-180","2700K/3000K","LED","3,7V","2,2W",9405423900,"CN","USB LAMPER;TERRASSELAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a9/c8/5f/62/625fc8a9b4ad8cbf7caffc70/7813-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3d/a1/66/62/6266a13da029622018e2c588/7813-250.S.1.0.jpg",,,,,,,,,,,,,,,,
"7813-750","7318307813753","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a9/c8/5f/62/625fc8a9b4ad8cbf7caffc71/7813-750.I.1.0.jpg","Positano bordlampe sort USB","Sort","Positano bordlampe sort USB","Positano bordlampe sort rund USB 2700K/3000K dæmpbar","Udendørslamper","Positano bordslampa svart USB","Svart","Positano bordslampa svart USB","Positano bordslampa svart rund USB 2700K/3000K dimbar","Utebelysning","Konstsmide",410,731.20,914.00,6,35.00,11.00,11.00,0.75,1.12,350.00,110.00,110.00,"-",,,"IP54","LED","Yes","-","10-180","2700K/3000K","LED","3,7V","2,2W",9405423900,"CN","USB LAMPER;TERRASSELAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a9/c8/5f/62/625fc8a9b4ad8cbf7caffc71/7813-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/40/a1/66/62/6266a140f719341a7b43e622/7813-750.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3f/a1/66/62/6266a13fa029622018e2c589/7813-750.S.1.0.jpg",,,,,,,,,,,,,,,
"510-312","7318305103122","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ae/c3/5f/62/625fc3aef35177c342dddae1/510-312.I.1.0.jpg","Tyr væglampe E27 grå","Grå","Tyr væglampe E27 grå","Tyr væglampe E27 grå","Udendørslamper","Tyr vägglykta E27 grå","Grå","Tyr vägglykta E27 grå","Tyr vägglykta E27 grå","Utebelysning","Konstsmide",769,1373.60,1717.00,1,38.00,13.00,20.00,1.95,2.30,140.00,485.00,230.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ae/c3/5f/62/625fc3aef35177c342dddae1/510-312.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a4/89/66/62/626689a489b95f4e204d0b45/510-312.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a0/89/66/62/626689a0f710ffb0c31ab5d6/510-312.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a2/89/66/62/626689a2f719341a7b43e079/510-312.P.1.0.jpg",,,,,,,,,,,,,,
"510-752","7318305107526","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/af/c3/5f/62/625fc3afb13d56f91d62d529/510-752.I.1.0.jpg","Tyr væglampe E27 sort","Sort","Tyr væglampe E27 sort","Tyr væglampe E27 sort","Udendørslamper","Tyr vägglykta E27 svart","Svart","Tyr vägglykta E27 svart","Tyr vägglykta E27 svart","Utebelysning","Konstsmide",769,1373.60,1717.00,1,38.00,13.00,20.00,1.95,2.30,140.00,485.00,230.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/af/c3/5f/62/625fc3afb13d56f91d62d529/510-752.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a4/89/66/62/626689a4f719341a7b43e07a/510-752.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a6/89/66/62/626689a6ca2a16fd0a777980/510-752.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a8/89/66/62/626689a8f719341a7b43e07b/510-752.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/aa/89/66/62/626689aaa029622018e2bf59/510-752.P.3.0.jpg",,,,,,,,,,,,,
"591-320","7318305913202","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f5/c3/5f/62/625fc3f590bbc66c5ab49840/591-320.I.1.0.jpg","Ull bedlampe LED op/ned galvaniseret","Varmgalvaniseret","Ull bedlampe  op/ned 2x8W dæmpbar LED galvaniseret inkl. stolpe","Ull bedlampe  op/ned 2x8W dæmpbar LED galvaniseret inkl. stolpe","Udendørslamper","Ull trädgl LED upp/ned","Varmförzinkad","Ull trädgl LED upp/ned","Ull trädgårdslykta  upp/ned 2x8W dimbar LED galv ink stolpe","Utebelysning","Konstsmide",1506,2688.80,3361.00,1,90.50,20.00,10.00,5.60,6.10,180.00,960.00,250.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/f6/22/60/62/626022f6b4ad8cbf7cb007b7/591-320.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/f8/22/60/62/626022f8b13d56f91d62e069/591-320EE.e.1.0.pdf","IP54","LED","Yes","-","-","-","HPLED","230-240V","2x8W",9405423900,"HU","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/93/e2/62/62/6262e293f719341a7b43c999/591-320.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f5/c3/5f/62/625fc3f590bbc66c5ab49840/591-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6d/8a/66/62/62668a6d89b95f4e204d0b7f/591-320.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6f/8a/66/62/62668a6ff710ffb0c31ab616/591-320.P.1.0.jpg",,,,,,,,,,,,,,
"592-320","7318305923201","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f6/c3/5f/62/625fc3f6f35177c342dddaf1/592-320.I.1.0.jpg","Ull væglampe LED ned galvaniseret","Varmgalvaniseret","Ull væglampe ned 8W dæmpbar LED galvaniseret","Ull væglampe ned 8W dæmpbar LED galvaniseret","Udendørslamper","Ull vägglykta LED ned","Varmförzinkad","Ull vägglykta LED ned","Ull vägglykta ned 8W dimbar LED galvaniserad","Utebelysning","Konstsmide",753,1344.00,1680.00,1,15.50,18.00,11.50,1.50,1.75,135.00,215.00,205.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/fb/22/60/62/626022fbf35177c342dde372/592-320.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/fc/22/60/62/626022fcb13d56f91d62e06a/592-320EE.e.1.0.pdf","IP54","LED","Yes","-","-","-","HPLED","230-240V","8W",9405423900,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f6/c3/5f/62/625fc3f6f35177c342dddaf1/592-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/72/8a/66/62/62668a721e1074154554bb1c/592-320.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/74/8a/66/62/62668a74a029622018e2bf9b/592-320.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/76/8a/66/62/62668a761e1074154554bb1d/592-320.S.1.0.jpg",,,,,,,,,,,,,,
"590-320","7318305903203","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f4/c3/5f/62/625fc3f4f35177c342dddaee/590-320.I.1.0.jpg","Ull væglampe op/ned LED galvaniseret","Varmgalvaniseret","Ull væglampe op/ned 2x8W dæmpbar LED","Ull væglampe op/ned 2x8W dæmpbar LED","Udendørslamper","Ull vägglykta upp/ned LED","Varmförzinkad","Ull vägglykta upp/ned LED","Ull vägglykta upp/ned 2x8W dimbar LED","Utebelysning","Konstsmide",1207,2155.20,2694.00,1,20.00,18.00,11.50,2.80,3.30,200.00,420.00,125.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/f3/22/60/62/626022f39b97dfdd099d0d7c/590-320.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/f5/22/60/62/626022f59b97dfdd099d0d7d/590-320EE.e.1.0.pdf","IP54","LED","Yes","-","-","-","HPLED","230-240V","2x8W",9405423900,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/91/e2/62/62/6262e291a029622018e2a0a8/590-320.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f4/c3/5f/62/625fc3f4f35177c342dddaee/590-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/68/8a/66/62/62668a68a029622018e2bf96/590-320.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6a/8a/66/62/62668a6a89b95f4e204d0b7e/590-320.P.1.0.jpg",,,,,,,,,,,,,,
"424-259","7318304242594","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7c/c3/5f/62/625fc37c90bbc66c5ab4981e/424-259.I.1.0.jpg","Vale væglampe 2x5W LED hvid","Hvid","Vale væglampe 2x5W LED hvid","Vale væglampe 2x5W LED, dæmpbar hvid/kobber","Udendørslamper","Vale vägglykta 2x5W LED vit","Vit","Vale vägglykta 2x5W LED vit","Vale vägglykta 2x5W LED, dimbar vit/koppar","Utebelysning","Konstsmide",1114,1990.40,2488.00,1,20.00,15.00,12.00,1.45,1.75,205.00,245.00,225.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/da/22/60/62/626022da9b97dfdd099d0d77/424-259.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/db/22/60/62/626022dbb13d56f91d62e060/424-259EE.e.1.0.pdf","IP44","LED","Yes","-","1000","3000","HPLED","230-240V","2x5W",9405423900,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e5/e1/62/62/6262e1e5a029622018e2a053/424-259.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7c/c3/5f/62/625fc37c90bbc66c5ab4981e/424-259.I.1.0.jpg",,,,,,,,,,,,,,,,
"7812-750","7318307812756","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a8/c8/5f/62/625fc8a8b4ad8cbf7caffc6f/7812-750.I.1.0.jpg","Ravello lanterne sort USB 50cm","Sort","Ravello lanterne sort USB 50cm","Ravello lanterne sort USB dæmpbar 50cm","Udendørslamper","Ravello lanterna sv. USB 50cm","Svart","Ravello lanterna sv. USB 50cm","Ravello lanterna svart USB dimbar 50cm","Utebelysning","Konstsmide",513,916.00,1145.00,2,50.00,15.00,15.00,1.70,2.20,615.00,165.00,165.00,"-",,,"IP54","LED","Yes","-","10-180","3000K","LED","3,7V","2,2W",9405423900,"CN","USB LAMPER;TERRASSELAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a8/c8/5f/62/625fc8a8b4ad8cbf7caffc6f/7812-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3b/a1/66/62/6266a13b89b95f4e204d127b/7812-750.S.1.0.jpg",,,,,,,,,,,,,,,,
"7528-750","7318307528756","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6a/c8/5f/62/625fc86af35177c342dddc32/7528-750.I.1.0.jpg","Vicenza bedlampe 4W LED","Sort","Vicenza bedlampe 4W LED","Vicenza bedlampe 4W ""High Power"" LED sort inkl. stolpe","Udendørslamper","Vicenza trädgårdsstolpe 4W LED","Svart","Vicenza trädgårdsstolpe 4W LED","Vicenza trädgårdsstolpe 4W ""High Power"" LED svart ink stolpe","Utebelysning","Konstsmide",643,1147.20,1434.00,2,100.00,22.00,15.50,2.05,3.08,1020.00,230.00,170.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/ed/28/60/62/626028ed9b97dfdd099d0ec1/7528-750.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/ee/28/60/62/626028ee9b97dfdd099d0ec2/7528-750EE.e.1.0.pdf","IP44","LED","No","-","230","3000","HPLED","230-240V","4W",9405423900,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6a/c8/5f/62/625fc86af35177c342dddc32/7528-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9d/9f/66/62/62669f9dca2a16fd0a777e53/7528-750.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9f/9f/66/62/62669f9ff710ffb0c31abc7e/7528-750.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a0/9f/66/62/62669fa0f710ffb0c31abc7f/7528-750.S.1.0.jpg",,,,,,,,,,,,,,
"7527-750","7318307527759","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/69/c8/5f/62/625fc869f35177c342dddc31/7527-750.I.1.0.jpg","Vicenza væglampe 4W LED","Sort","Vicenza væglampe 4W LED","Vicenza væglampe 4W ""High Power"" sort","Udendørslamper","Vicenza vägglykta 4W LED","Svart","Vicenza vägglykta 4W LED","Vicenza vägglykta 4W ""High Power"" svart","Utebelysning","Konstsmide",238,424.80,531.00,6,17.50,11.00,15.50,0.40,0.60,195.00,195.00,162.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/eb/28/60/62/626028eb9b97dfdd099d0ec0/7527-750.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/ec/28/60/62/626028ecb13d56f91d62e1ee/7527-750EE.e.1.0.pdf","IP44","LED","No","-","230","3000","HPLED","230-240V","4W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/69/c8/5f/62/625fc869f35177c342dddc31/7527-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/98/9f/66/62/62669f981e1074154554c015/7527-750.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/99/9f/66/62/62669f99f719341a7b43e5bd/7527-750.S.1.0.jpg",,,,,,,,,,,,,,,
"425-753","7318304257536","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7e/c3/5f/62/625fc37e90bbc66c5ab4981f/425-753.I.1.0.jpg","Vidar væglampe 2x5W LED sort","Sort silver","Vidar væglampe 2x5W LED sort","Vidar væglampe 2x5W LED, dæmpbar sort/silver","Udendørslamper","Vidar vägglykta 2x5W LED svart","Svart silver","Vidar vägglykta 2x5W LED svart","Vidar vägglykta 2x5W LED, dimbar svart/silver","Utebelysning","Konstsmide",1010,1804.00,2255.00,1,19.00,11.50,14.50,1.20,1.55,205.00,245.00,225.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/df/22/60/62/626022dfb13d56f91d62e062/425-753.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/e0/22/60/62/626022e0b4ad8cbf7cb007b3/425-753EE.e.1.0.pdf","IP44","LED","Yes","-","1000","3000","HPLED","230-240V","2x5W",9405423900,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ed/e1/62/62/6262e1edf710ffb0c31a94fa/425-753.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7e/c3/5f/62/625fc37e90bbc66c5ab4981f/425-753.I.1.0.jpg",,,,,,,,,,,,,,,,
"7325-000","7318307325003","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/29/c8/5f/62/625fc8299b97dfdd099d04b5/7325-000.I.1.0.jpg","Torino halvmåneplafond E14","Rustfrit stål","Torino halvmåneplafond E14","Torino halvmåneplafond E14 rustfri lille","Udendørslamper","Torino halvmåneplafond E14","Rostfri","Torino halvmåneplafond E14","Torino halvmåneplafond E14 rostfri liten","Utebelysning","Konstsmide",160,284.80,356.00,6,10.00,10.50,20.00,0.40,0.61,120.00,215.00,115.00,"-",,,"IP23","Excl","LightSource","-","-","-","E14","230-240V","Max 25W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/29/c8/5f/62/625fc8299b97dfdd099d04b5/7325-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f7/9b/66/62/62669bf71e1074154554bec1/7325-000.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f8/9b/66/62/62669bf8a029622018e2c3e2/7325-000.P.1.0.jpg",,,,,,,,,,,,,,,
"7325-320","7318307325324","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2a/c8/5f/62/625fc82a9b97dfdd099d04b6/7325-320.I.1.0.jpg","Torino halvmåneplafond E14 galvaniseret","Varmgalvaniseret","Torino halvmåneplafond E14 galvaniseret lille","Torino halvmåneplafond E14 galvaniseret lille","Udendørslamper","Torino halvmåneplafond E14","Varmförzinkad","Torino halvmåneplafond E14","Torino halvmåneplafond E14 galvaniserad liten","Utebelysning","Konstsmide",126,224.80,281.00,6,10.00,10.50,20.00,0.50,0.70,120.00,215.00,115.00,"-",,,"IP23","Excl","LightSource","-","-","-","E14","230-240V","Max 25W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2a/c8/5f/62/625fc82a9b97dfdd099d04b6/7325-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f9/9b/66/62/62669bf9a029622018e2c3e6/7325-320.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fb/9b/66/62/62669bfb89b95f4e204d107a/7325-320.P.1.0.jpg",,,,,,,,,,,,,,,
"7325-750","7318307325751","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2b/c8/5f/62/625fc82bb4ad8cbf7caffc2e/7325-750.I.1.0.jpg","Torino halvmåneplafond E14","Sort","Torino halvmåneplafond E14","Torino halvmåneplafond E14 sort lille","Udendørslamper","Torino halvmåneplafond E14","Svart","Torino halvmåneplafond E14","Torino halvmåneplafond E14 svart liten","Utebelysning","Konstsmide",125,222.40,278.00,6,10.00,10.50,20.00,0.47,0.67,120.00,215.00,115.00,"-",,,"IP23","Excl","LightSource","-","-","-","E14","230-240V","Max 25W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2b/c8/5f/62/625fc82bb4ad8cbf7caffc2e/7325-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fc/9b/66/62/62669bfcca2a16fd0a777d38/7325-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fd/9b/66/62/62669bfdca2a16fd0a777d39/7325-750.P.1.0.jpg",,,,,,,,,,,,,,,
"7326-000","7318307326000","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2b/c8/5f/62/625fc82b9b97dfdd099d04b7/7326-000.I.1.0.jpg","Torino halvmåneplafond E27","Rustfrit stål","Torino halvmåneplafond E27","Torino halvmåneplafond E27 rustfri stor","Udendørslamper","Torino halvmåneplafond E27","Rostfri","Torino halvmåneplafond E27","Torino halvmåneplafond E27 rostfri stor","Utebelysning","Konstsmide",279,497.60,622.00,4,13.50,14.00,28.00,0.74,1.06,150.00,280.00,145.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 40W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2b/c8/5f/62/625fc82b9b97dfdd099d04b7/7326-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fe/9b/66/62/62669bfea029622018e2c3ee/7326-000.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ff/9b/66/62/62669bfff710ffb0c31abaf8/7326-000.P.1.0.jpg",,,,,,,,,,,,,,,
"424-759","7318304247599","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7c/c3/5f/62/625fc37cb4ad8cbf7caffa0b/424-759.I.1.0.jpg","Vale væglampe 2x5W LED sort","Sort","Vale væglampe 2x5W LED sort","Vale væglampe 2x5W LED, dæmpbar sort/kobber","Udendørslamper","Vale vägglykta 2x5W LED sv","Svart","Vale vägglykta 2x5W LED sv","Vale vägglykta 2x5W LED, dimbar svart/koppar","Utebelysning","Konstsmide",1114,1990.40,2488.00,1,20.00,15.00,12.00,1.45,1.75,205.00,245.00,225.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/dc/22/60/62/626022dcb13d56f91d62e061/424-759.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/de/22/60/62/626022def35177c342dde371/424-759EE.e.1.0.pdf","IP44","LED","Yes","-","1000","3000","HPLED","230-240V","2x5W",9405423900,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ea/e1/62/62/6262e1eaf710ffb0c31a94f8/424-759.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e8/e1/62/62/6262e1e8f710ffb0c31a94f7/424-759.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7c/c3/5f/62/625fc37cb4ad8cbf7caffa0b/424-759.I.1.0.jpg",,,,,,,,,,,,,,,
"423-759","7318304237590","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7a/c3/5f/62/625fc37a9b97dfdd099d031d/423-759.I.1.0.jpg","Vale væglampe 2xGU10 sort","Sort","Vale væglampe 2xGU10 sort","Vale væglampe 2xGU10 sort/kobber","Udendørslamper","Vale vägglykta 2xGU10 svart","Svart","Vale vägglykta 2xGU10 svart","Vale vägglykta 2xGU10 svart/koppar","Utebelysning","Konstsmide",867,1547.20,1934.00,1,20.00,15.00,12.00,1.25,1.60,205.00,245.00,225.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 2x7W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e2/e1/62/62/6262e1e2f719341a7b43c971/423-759.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7a/c3/5f/62/625fc37a9b97dfdd099d031d/423-759.I.1.0.jpg",,,,,,,,,,,,,,,,
